axis    vel     acc 	dec 	jerk    kp	kd	ki	kvff    kaff	kout	il	ol	bias	error limit
pan     300.0	300.0	300.0	0.0     400	400	50	0	0	65535	1000	32767	0	150
tilt    300.0   300.0   300.0   0.0     400	400	50	0	0	65535	1000	32767	0	100
# entries	# rates	rates	description
15791	1 10	Berkeley
11.66	19.77	18.65
12.52	19.19	18.76
12.52	18.58	18.49
15.78	17.85	18.01
15.78	17.34	17.74
18.21	17.11	17.59
18.21	16.96	17.47
19.56	16.69	17.22
19.56	16.54	16.91
21.2	16.34	16.6
21.2	16.23	16.27
21.2	16.23	15.99
21.2	16.31	15.6
25.29	16.2	15.38
25.29	15.82	15.11
27.05	15.37	14.79
27.05	14.75	14.35
28.84	14.29	13.89
28.84	14.05	13.49
30.06	14.01	13.15
30.06	13.66	12.82
30.36	13.39	12.56
30.36	13.06	12.36
30.36	12.41	11.92
30.39	11.9	11.32
31.63	12.1	10.72
31.63	12.21	10.3
32.12	12.23	10.07
32.12	12.37	9.81
31.37	12.09	9.41
31.37	11.68	9.01
30.9	11.48	8.52
30.9	11.12	8.01
29.65	10.7	7.5
29.65	10.41	6.79
29.12	10.07	6.04
29.38	10.09	5.41
29.38	10.21	4.95
29.38	9.97	4.6
29.38	9.72	4.22
29.38	9.36	3.73
29.38	9.11	3.35
30.33	9.21	2.94
30.33	9.21	2.46
30.15	9.67	2.23
29.63	9.88	2.01
28.83	10.08	1.84
28.83	10.05	1.46
26.64	10.01	1.05
26.64	9.91	0.49
25.2	10.42	-0.14
25.2	10.74	-0.63
24.32	11.37	-0.97
24.32	12.04	-1.27
24.19	12.48	-1.48
24.34	12.78	-1.5
24.34	12.95	-1.46
23.88	12.96	-1.42
23.88	13.03	-1.49
22.53	13.22	-1.43
19.2	13.83	-1.58
19.2	14.13	-1.99
15.97	14.65	-2.59
15.97	15.27	-3.41
15.97	16.07	-4.03
15.97	16.6	-4.15
15.97	16.81	-4.18
13.42	16.65	-4.37
13.42	16.45	-4.45
13.96	16.41	-4.44
13.96	16.57	-4.4
13.63	16.82	-4.43
13.04	17.25	-4.46
13.04	17.72	-4.5
11.62	17.86	-4.6
11.62	17.89	-4.6
9.65	17.99	-4.62
9.65	18.12	-4.74
8.87	18.17	-4.86
8.87	18.01	-4.93
8.17	17.87	-4.83
8.17	17.52	-4.57
6.22	17.36	-4.45
6.22	17.14	-4.26
3.89	16.9	-4.15
3.89	16.88	-4.44
2.24	17.43	-4.67
2.24	17.74	-4.63
0.72	17.88	-4.49
0.72	17.48	-4.21
0.72	16.77	-3.92
0.72	16.25	-3.86
0.72	15.89	-3.82
0.72	15.94	-3.75
-1.84	16	-3.71
-1.84	15.84	-3.44
-3.41	15.44	-2.95
-3.41	14.97	-2.66
-4.64	14.34	-2.65
-4.64	14.26	-2.64
-5.15	14.4	-2.49
-6.08	14.2	-2.19
-6.08	13.72	-1.91
-7.23	13.53	-1.77
-7.23	13.63	-1.77
-6.99	13.54	-1.38
-6.99	13.25	-1.08
-7.78	12.84	-1.06
-7.78	12.62	-0.82
-8.15	12.45	-0.57
-9.77	12.49	-0.45
-9.77	12.68	-0.38
-10.32	12.71	-0.23
-10.32	12.88	-0.09
-10.56	13.09	-0.09
-10.07	13.31	-0.17
-10.07	13.51	-0.28
-10.07	13.7	-0.05
-10.07	13.8	0.31
-4.22	13.89	0.74
-4.22	13.87	1.07
-2.82	13.62	1.32
-2.82	13.57	1.49
-3.43	13.66	1.87
-3.43	14.02	2.18
-5.28	14.37	2.24
-5.28	14.75	2.13
-5.16	15.12	2.28
-5.16	15.4	2.84
-6.55	15.32	3.33
-6.55	14.95	3.51
-6.32	14.68	3.55
-6.32	14.45	3.54
-4.57	14.56	3.27
-4.57	14.74	3.34
-3.6	15	3.63
-3.6	14.94	3.78
-2.07	14.55	3.98
-2.07	14.32	4.24
-0.36	14.4	4.53
-0.36	14.41	4.69
-0.22	14.41	4.96
-0.22	13.96	5.27
-1.49	13.95	5.39
-1.49	13.87	5.4
-1.49	14.07	4.94
-1.49	14.28	4.58
-1.49	14.5	4.66
-1.49	14.74	4.64
1.14	14.66	4.64
3.93	14.13	4.78
3.93	13.51	4.89
5.72	13.03	4.98
8.15	12.83	4.96
8.15	13.13	4.9
9.05	13.51	4.83
9.05	13.85	4.81
8.8	13.52	4.59
8.8	13.17	4.45
9.21	13.07	4.42
9.21	13.02	4.4
9.36	13.06	4.31
9.36	13.18	4.1
10.5	13.27	3.82
10.5	13.12	3.35
13.08	13.17	3.06
13.08	13.44	2.99
14.28	13.73	3
14.61	13.93	3.02
14.61	13.94	3.22
14.08	14.13	3.29
14.08	14.28	3.26
14.08	14.28	3.01
14.08	14.32	2.87
14.08	14.53	2.65
11.91	14.56	2.25
11.91	14.63	1.84
12.23	14.72	1.53
12.23	14.79	1.11
13.56	15.04	0.82
13.56	15.31	0.81
15.37	15.4	0.66
15.37	15.33	0.38
18.13	15.12	0.13
18.13	15.27	-0.01
18.27	15.58	0
18.27	15.74	-0.13
16.49	15.68	-0.19
16.49	15.6	-0.36
14.88	15.6	-0.49
14.88	15.49	-0.66
11.79	15.23	-0.71
11.79	15.52	-1.02
8.68	15.91	-1.61
8.68	16.3	-2.13
8.98	16.27	-2.51
8.98	15.81	-2.82
9.93	15.54	-3.13
9.93	15.89	-3.17
9.93	16.27	-3.01
9.93	16.17	-2.71
9.93	15.98	-2.56
9.93	15.83	-2.7
11.61	16.32	-2.75
11.61	16.8	-2.84
10.31	17.22	-2.89
10.31	17.24	-2.84
8.79	17.15	-2.77
8.79	16.95	-2.78
8.08	16.8	-2.84
8.08	16.66	-3.08
7.56	16.21	-3.25
7.56	15.73	-3.15
7.56	15.43	-3.04
6.22	15.29	-3.05
5.36	15	-3.18
5.36	15.19	-3.37
5.53	15.59	-3.53
5.53	15.4	-3.53
5.42	14.87	-3.3
5.42	14.25	-3.11
5.52	13.9	-3.16
5.52	13.75	-3.29
6.46	13.51	-3.4
6.46	13.61	-3.28
6.46	13.77	-3.28
6.46	13.72	-3.57
6.46	13.5	-3.77
7.35	12.95	-3.41
7.35	13.03	-2.99
5.19	13.12	-2.79
5.19	12.83	-2.75
3.8	12.2	-2.85
3.8	11.94	-3.29
3.86	12.45	-3.5
3.86	13.15	-3.2
3.29	13.47	-2.93
2.72	13.69	-2.84
2.72	13.95	-2.85
2.97	13.82	-3.14
2.97	14.09	-3.11
2.43	14.23	-2.92
2.43	14.56	-2.66
1.09	14.84	-2.42
1.09	14.99	-2.09
-0.65	15.05	-1.88
-0.65	14.81	-1.93
-0.81	15.08	-2.02
-0.81	15.53	-2.05
-0.7	16.01	-2.11
-0.7	16.35	-2.1
-0.56	16.63	-2.12
-0.56	16.72	-2.09
-0.56	16.73	-2.14
-0.56	16.76	-2.06
-0.56	16.58	-1.92
-0.56	16.4	-1.84
-0.6	16.42	-1.72
-0.6	16.76	-1.74
-0.88	16.97	-1.73
-0.88	17	-1.78
-1	17.3	-1.78
-1	17.18	-1.67
-1	17.21	-1.68
-1	17.04	-1.77
-0.02	17.22	-1.75
-0.02	17.46	-1.68
1.13	17.55	-1.56
1.13	17.77	-1.56
2.67	17.72	-1.56
2.67	17.6	-1.39
2.67	17.34	-1.27
3.32	17.47	-1.14
3.32	17.71	-1.21
2.89	17.98	-1.38
2.89	17.68	-1.69
3.52	17.55	-1.82
4.4	17.57	-1.77
4.4	17.36	-1.56
4.4	17.2	-1.37
4.4	17.46	-1.19
4.4	17.51	-0.98
4.4	17.7	-0.91
5.97	17.86	-1.02
5.97	17.91	-0.94
5.58	17.83	-0.86
4.15	17.8	-0.68
4.15	17.86	-0.3
4.15	17.36	-0.07
2.47	16.8	-0.41
2.47	16.97	-0.82
3.34	17.46	-0.63
3.34	17.92	-0.37
1.46	18.17	-0.24
1.46	18.1	-0.34
1.5	17.91	-0.83
1.5	17.88	-1.28
3.64	17.78	-1.6
3.64	17.67	-1.49
4.9	17.81	-1.27
4.9	17.81	-1.16
6.65	17.66	-1.06
6.65	17.46	-0.99
6.18	17.4	-0.94
6.18	17.28	-1
4.09	17.55	-1.24
4.09	17.71	-1.52
4.09	17.67	-1.65
4.09	17.78	-1.78
4.09	17.89	-2.03
4.09	18.21	-2.03
3.93	18.55	-1.8
3.93	18.17	-1.58
5.54	17.93	-1.42
5.54	17.62	-1.38
6.81	17.7	-1.41
6.81	17.47	-1.34
5.57	17.17	-1.49
5.57	17.02	-1.63
3.57	17.08	-1.85
3.57	17.22	-2.17
3.57	17.43	-2.37
2.11	17.67	-2.75
2.11	17.73	-3.24
5.05	18.05	-3.75
5.05	18.41	-3.84
7.26	18.36	-4.03
7.26	18.19	-4.26
10.45	18.29	-4.29
10.45	18.68	-4.09
12.11	19.16	-3.77
12.11	19.05	-3.42
10.28	18.58	-3.07
10.28	17.81	-2.97
10.28	17.26	-3.31
10.28	17.15	-3.74
10.28	17.7	-3.85
4.1	18.01	-3.86
4.1	18.47	-4.05
2.87	18.86	-4.4
2.87	18.65	-5.01
6.72	18.95	-5.45
6.72	19.62	-5.43
9.28	20.5	-5.17
9.28	20.72	-4.74
8.89	20.59	-4.48
8.89	20.13	-4.66
8.65	20.23	-4.73
8.65	20.27	-4.52
4.78	20.22	-4.43
4.78	20.24	-4.86
3.48	20.7	-5.54
3.48	21.26	-5.78
3.48	21.32	-5.51
2.53	21.35	-5.03
1.06	21.1	-4.78
1.06	20.59	-4.85
1.06	20.32	-4.94
0.06	20.31	-5.09
0.06	20.41	-5.1
-2.35	20.39	-5.02
-2.35	19.89	-5.09
-2.35	19.24	-5.18
-2.35	18.66	-5.16
-2.35	18.15	-5.17
-7.24	17.95	-5.24
-7.24	17.74	-5.24
-7.39	17.66	-5.12
-7.39	17.2	-5.26
-5.86	17.33	-5.68
-5.86	17.6	-5.89
-2.12	17.81	-5.63
0.57	17.79	-5.2
0.57	17.63	-4.6
1.42	16.97	-4.13
1.42	16.45	-3.68
0.39	15.96	-3.25
0.39	15.53	-3.01
-2.15	15.27	-2.86
-2.15	15.38	-2.8
-6.05	15.7	-2.85
-6.05	15.72	-2.99
-8.96	15.7	-3.2
-8.96	15.66	-3.49
-9.35	15.59	-3.84
-9.35	15.89	-4.27
-6.96	16.49	-4.6
-6.96	16.95	-4.79
-6.96	17.49	-4.51
-6.96	17.61	-4.01
-0.9	17.57	-3.69
-0.9	17.48	-3.41
-0.72	17.55	-3.21
-0.72	17.83	-3.14
-1.71	18.39	-3.08
-1.71	18.82	-3.1
-1.97	19.1	-3.17
-1.97	19.4	-3.49
-0.13	19.84	-3.59
-0.13	20.52	-3.38
2.8	21.32	-3.18
2.8	21.39	-2.72
5.51	21.4	-2.23
5.51	20.84	-2.38
6.78	20.4	-2.42
6.78	20.83	-1.99
2.97	20.84	-1.68
2.97	21.18	-1.72
-0.16	21.87	-1.84
-0.16	22.35	-1.9
-2.69	22.86	-2.17
-2.69	23.12	-2.75
-3.72	23.3	-3.45
-3.72	23.41	-3.73
-3.72	23.7	-3.65
-3.72	24.11	-3.46
-3.72	24.26	-2.99
1.48	24.13	-2.47
1.48	24.1	-2.15
1.64	23.88	-1.93
1.64	23.62	-1.85
1.64	23.81	-1.98
-2.09	24.15	-2.34
-2.09	24.24	-2.61
-3.46	24.41	-2.46
-3.46	24.64	-2.13
-4.44	24.66	-1.94
-4.44	24.58	-2.04
-3.03	24.24	-2.25
-3.03	23.85	-2.26
-1.21	23.77	-2.26
-1.21	23.65	-2.42
0.05	24	-2.12
0.05	23.78	-1.92
0.39	22.99	-2.09
0.39	22.68	-2.12
2.1	22.5	-1.95
2.1	22.68	-1.88
2.55	22.62	-1.78
2.55	22.82	-1.74
3.41	22.96	-1.92
3.41	22.96	-2.04
3.41	23.07	-2.06
3.41	23.82	-1.79
3.41	24.1	-1.62
6.12	23.99	-1.58
9.05	23.59	-1.48
9.38	23.44	-1.21
9.38	23.29	-1.02
8.68	22.75	-1.09
8.68	22.31	-1.47
8.68	22.18	-1.76
9.2	22.48	-2.13
9.2	23.14	-2.27
7.32	23.58	-2.22
7.32	23.3	-2.33
3.11	22.86	-2.61
3.11	22.38	-2.85
-0.31	21.94	-2.93
-3.18	21.43	-3.02
-3.18	21.59	-2.98
-3.18	21.6	-2.94
-4.9	21.75	-3.23
-4.9	21.78	-3.68
-1.34	21.39	-4.18
-1.34	21.01	-4.37
1.85	20.58	-4.22
1.85	19.91	-4.45
6.42	19.38	-4.96
6.42	19.01	-4.78
6.42	18.57	-4.16
6.42	18.25	-3.53
6.42	17.05	-3.48
7.41	15.98	-3.66
7.41	15.23	-3.81
2.28	15.32	-4.28
-0.66	15.77	-4.9
-0.66	16.04	-5.39
-2.27	16	-5.5
-2.27	15.58	-5.26
-2.29	15.41	-4.9
-2.29	14.95	-4.73
0.92	15.05	-4.91
0.92	15.36	-4.96
4.8	15.64	-4.57
4.8	15.59	-3.79
2.15	15.38	-3.03
2.15	14.41	-2.71
-0.59	14.14	-2.43
-0.59	13.81	-2.29
-4.77	13.35	-2.76
-4.77	12.58	-3
-7.84	12.29	-3.04
-7.84	12.9	-3.51
-9.76	13.61	-4.13
-8.15	14.19	-4.85
-8.15	14.15	-5.1
-8.15	14.07	-5.03
-8.15	14.5	-5
-2.72	15.09	-4.86
-2.72	15.87	-4.76
-0.52	16.49	-4.63
-0.52	16.79	-4.26
-2.65	16.98	-3.94
-2.65	17.24	-3.95
-5.14	17.87	-4.09
-5.14	18.22	-4.29
-6.52	18.55	-4.35
-6.52	19.12	-4.21
-6.99	19.62	-4.15
-6.99	19.92	-4.25
-6.99	20.27	-4.41
-4.83	20.38	-4.66
-1.87	20.5	-4.95
-1.87	20.9	-5.41
2.49	21.64	-5.57
2.49	22.85	-4.63
0.51	23.31	-3.77
0.51	22.87	-3.76
-1.09	22.14	-3.77
-1.09	21.79	-3.65
-1.09	22.16	-4.07
-3.65	22.93	-4.64
-3.65	23.6	-4.49
-3.65	23.7	-3.89
-3.65	23.35	-3.66
-3.65	23.91	-3.86
2.64	25.2	-3.25
1.68	25.45	-1.97
1.68	24.65	-0.79
-1.02	23.45	-0.24
-1.02	23.2	-0.08
-4.63	23.72	-0.12
-4.63	24.33	-0.46
-5.99	24.48	-0.9
-5.99	24.5	-1.54
-2.93	24.09	-1.84
-2.93	23.72	-1.65
0.58	23.38	-1.33
0.58	23.16	-0.92
3.4	22.67	-0.68
3.4	22.18	-0.61
3.53	21.71	-0.43
3.53	21	-0.4
1.81	20.67	-0.65
1.81	20.56	-1
0.8	20.42	-1.03
0.8	19.49	-0.83
0.01	18.78	-1.12
0.01	18.7	-1.37
0.01	18.38	-1.25
0.01	18.19	-0.88
0.01	18.06	-0.87
2.62	17.74	-0.88
2.62	17.66	-0.89
2.7	17.37	-0.66
2.7	16.84	-0.61
1.38	15.79	-0.81
1.38	15.18	-1.07
1.39	15.21	-1.6
1.39	15.42	-2
2.28	15.19	-2.19
2.28	14.87	-2.28
3.26	14.5	-2.18
3.26	14.38	-2.38
4.92	14.51	-2.76
4.92	13.96	-2.76
5.61	13.78	-2.62
5.61	14.03	-2.38
4.5	14.09	-2.3
4.5	13.97	-2.48
2.71	14.3	-2.73
2.71	14.76	-3.05
-0.12	15.36	-3.56
-0.05	15.34	-4.01
-0.05	15.36	-4.04
-0.05	15.61	-3.93
-0.05	16.01	-4.05
-0.05	16.85	-4.47
-0.4	17.47	-4.85
-0.4	17.83	-4.99
-0.4	18.12	-4.94
3.28	18.47	-4.53
3.28	19.03	-4.37
5.27	19.31	-4.12
5.27	19.51	-3.84
7.15	19.68	-3.48
7.15	20.21	-3.11
4.78	20.81	-3.21
4.78	21.36	-3.76
4.18	21.72	-3.75
4.18	21.92	-3.11
0.44	21.86	-3.03
0.44	21.41	-3.15
2.1	21.43	-3.15
2.1	22.03	-3.17
3.1	22.4	-3.11
3.1	22.35	-3
2.74	22.16	-2.9
2.74	21.71	-3.03
3.43	21.51	-3.55
3.43	21.25	-3.89
3.43	21.13	-4.03
3.43	20.84	-3.85
3.43	20.25	-3.55
3.93	19.88	-3.33
3.93	19.67	-3.07
2.65	19.25	-2.72
2.65	18.88	-2.52
0.6	18.46	-2.55
-1.61	17.89	-2.55
-1.61	17.4	-2.48
-3.75	16.9	-2.44
-3.75	16.82	-2.55
-6.33	16.48	-2.71
-6.33	15.98	-2.75
-7.24	15.94	-2.75
-7.3	15.39	-2.7
-7.3	14.96	-2.68
-6.54	14.52	-2.69
-6.54	14	-2.59
-6.54	13.79	-2.28
-6.08	13.95	-1.93
-6.59	14.07	-1.85
-6.59	13.89	-1.8
-7.42	14.13	-1.63
-7.42	14.19	-1.31
-9.22	14.23	-1.1
-9.22	14.14	-1.05
-9.22	14.32	-1.11
-9.22	14.39	-1.24
-9.22	14.46	-1.39
-7	15.01	-1.25
-7	15.45	-1.08
-5.24	16	-0.92
-5.24	16.18	-0.67
-2.59	16.22	-0.46
-2.59	16.55	-0.25
-0.8	17.01	-0.42
2.56	17.27	-0.96
2.56	17.51	-0.53
2.56	18.25	0.43
3.23	18.28	1.15
3.23	17.79	1.26
2.77	17.56	1.17
1.21	17.17	0.92
1.21	16.94	0.24
0.65	17.06	-0.58
0.65	17.68	-1.36
2.31	17.82	-1.93
2.31	17.78	-2.36
6.34	17.53	-2.4
6.34	17.13	-2.42
10.33	16.7	-1.86
10.33	16.28	-1.29
10.33	16.24	-1.36
10.33	16	-1.96
7.1	15.83	-2.57
7.1	15.69	-3.22
4.96	15.27	-3.68
4.96	15.04	-4.48
3.28	15.19	-5.29
3.28	15.4	-5.44
1.32	15.44	-5.63
1.32	14.6	-6.14
0.15	13.84	-6.66
0.15	13.29	-7.02
-2.2	13.04	-7.39
-2.2	13.07	-8.08
-3.62	13.42	-8.74
-3.77	13.78	-9.13
-3.77	13.8	-9.47
-3.77	14.17	-9.65
-3.16	14.27	-9.64
-2.55	14.5	-9.84
-2.55	14.58	-10.15
-2.32	14.4	-10.4
-2.32	14.22	-10.76
-3.62	13.94	-11.13
-3.62	13.8	-11.24
-4.92	13.82	-11.57
-4.92	13.96	-11.99
-4.92	13.9	-11.8
-4.92	13.27	-11.44
-4.92	12.83	-11.59
-7.66	12.86	-11.81
-7.66	13.4	-12.23
-8.39	14.28	-12.51
-8.39	15.23	-12.69
-7.15	15.39	-12.5
-6.49	15.13	-12.54
-6.49	14.7	-12.86
-3.2	14.97	-13.07
-3.2	15.15	-13.16
-1.82	15.6	-13.08
-1.82	16.06	-13.02
-1.83	16.48	-13.03
-1.83	16.96	-13.14
-1.71	17.56	-12.97
-1.71	17.53	-12.47
-3.87	17.71	-12.26
-3.87	18.09	-12.4
-5.71	18.41	-12.7
-5.71	18.82	-13
-6.1	19.71	-13.12
-6.84	20.18	-13.16
-6.84	19.96	-13.01
-7.43	19.71	-12.71
-7.43	20.14	-12.52
-7.43	20.82	-12.47
-7.43	21.01	-12.26
-4.02	20.96	-11.98
-4.02	21.07	-11.62
-3.41	21.31	-11.41
-3.41	21.92	-10.92
-5.12	22.14	-10.6
-5.12	22.15	-10.46
-6.6	22.07	-10.6
-6.6	22.1	-10.69
-7.8	22.4	-10.78
-7.8	22.66	-10.79
-8.67	22.62	-10.4
-8.67	22.43	-9.83
-11.45	22.55	-9.06
-11.45	22.11	-8.39
-15.68	21.42	-8.51
-15.68	20.88	-8.91
-18.28	21.13	-9.39
-18.28	21.35	-9.54
-20.72	21.72	-9.14
-20.72	21.94	-8.81
-22.38	22.04	-8.33
-22.38	21.86	-7.59
-23.33	21.61	-6.88
-23.33	21.28	-6.61
-23.9	21.26	-6.44
-23.9	21.1	-6.17
-23.9	20.49	-5.96
-23.9	20.07	-5.81
-23.9	19.78	-5.52
-30.82	19.42	-5.28
-30.82	19.01	-5.1
-30.82	18.62	-4.94
-31.43	18.3	-4.73
-31.52	18.3	-4.61
-31.52	18.21	-4.39
-30.81	18.19	-4.03
-30.81	18.28	-3.66
-30.36	18.29	-3.25
-30.36	18	-2.7
-28.97	17.19	-2.12
-28.97	16.67	-1.48
-29.05	16.16	-0.73
-29.05	15.81	-0.17
-30.5	15.69	-0.38
-30.5	15.7	-0.77
-29.35	15.02	-0.75
-29.35	14.47	-0.67
-27.79	14.15	-0.28
-27.79	14.1	0.27
-26.54	14.2	0.53
-26.54	14.33	0.59
-23.63	14.1	1.07
-23.63	13.8	1.39
-23.63	13.69	1.25
-23.63	13.73	1.01
-21.4	13.62	0.94
-20.74	13.69	1.22
-20.74	13.53	1.55
-19.81	13.69	1.9
-19.81	14.1	2.15
-19.81	13.92	2.25
-18.54	13.46	2.21
-18.5	13.04	2.05
-18.5	12.79	1.87
-19.74	13.03	1.87
-19.74	13.43	1.81
-21.79	13.7	1.66
-20.99	14.07	0.91
-20.99	14.79	0.3
-17.27	15.25	0.57
-17.27	15.1	1.4
-14.96	14.86	1.91
-14.96	14.72	2.21
-12.36	14.55	2.42
-12.15	14.18	2.6
-12.15	14.02	2.52
-13.4	14.18	2.09
-13.4	14.44	1.8
-14.22	14.47	1.87
-14.22	14.55	2.13
-14.22	14.51	2.37
-14.22	14.22	2.59
-14.22	13.8	2.57
-12.9	13.8	2.3
-12.9	13.96	2.13
-12.81	14	2.17
-12.81	14.11	2.16
-13.39	14.14	2.04
-12.32	13.91	1.82
-12.32	13.47	1.34
-10.02	13.74	1.37
-10.02	14.28	1.91
-10.39	14.37	2.44
-10.39	14.03	2.77
-11.51	13.65	2.83
-12.86	13.38	2.7
-12.86	13.41	2.47
-14.8	13.67	2.12
-14.8	13.75	1.73
-15.7	13.76	1.62
-15.7	13.9	1.38
-15.53	14.05	1.32
-15.53	14.07	1.44
-14.84	13.78	1.37
-14.84	13.43	1.17
-12.74	13.09	0.95
-12.74	12.92	0.54
-12.74	12.95	0.44
-6.03	13.23	0.79
-6.03	12.94	1.52
-6.56	12.29	2.06
-6.56	11.59	1.7
-7.09	11.34	1.17
-7.09	11.38	1.04
-9.29	11.49	1.13
-11.48	10.63	1.47
-11.48	10.19	1.59
-14.39	10.14	1.26
-14.39	10.42	0.96
-15.57	10.89	0.56
-15.57	11.17	0.26
-16.02	11.7	-0.08
-16.02	12.17	-0.31
-14.55	12.53	-0.26
-14.55	12.46	-0.23
-12.53	12.6	-0.23
-10.98	12.82	-0.18
-10.98	13.24	-0.25
-9.77	13.48	-0.38
-9.77	13.69	-0.41
-9.77	13.66	-0.49
-8.3	13.59	-0.55
-8.3	14.06	-0.89
-8.3	14.41	-0.93
-8.3	14.5	-0.83
-1.5	14.46	-0.64
-1.5	14.33	-0.36
-0.27	13.86	-0.05
-0.27	13.35	0.16
-3.16	13.25	0
-3.16	13.53	-0.19
-8.05	14.06	-0.78
-9.42	14.42	-1.71
-9.42	14.05	-2.29
-10.5	13.48	-2.05
-10.5	12.96	-1.74
-12.18	12.83	-1.62
-12.18	12.66	-1.81
-12.53	12.91	-2.8
-9.79	13.61	-3.7
-9.79	14.33	-3.99
-9.79	14.56	-3.53
-7.57	14.16	-2.61
-6.98	13.65	-2.03
-6.98	13.86	-1.64
-6.7	14.34	-1.75
-6.7	14.85	-2.19
-6.02	15	-2.22
-6.02	14.98	-2.35
-6.55	15.01	-2.31
-6.55	14.69	-2.05
-6.55	14.62	-1.98
-6.55	14.69	-2.22
-4.76	14.78	-2.37
-4.76	14.55	-2.41
-4.84	14.44	-2.62
-5.34	14.54	-2.74
-6.36	14.55	-2.84
-6.36	14.41	-2.87
-7.76	14.1	-2.44
-7.76	13.72	-2.07
-7.76	13.55	-2.27
-10.18	13.19	-2.51
-10.75	13.26	-3.03
-10.75	13.72	-3.69
-9.33	13.69	-3.95
-9.33	13.4	-3.56
-9.17	12.99	-3.19
-7.85	13	-3.16
-7.85	12.96	-3.19
-7.85	13.32	-2.98
-8.2	13.89	-2.92
-8.2	14.5	-3.2
-7.58	14.5	-3.46
-7.03	14.58	-3.54
-7.03	14.72	-3.52
-7.03	14.68	-3.28
-7.03	14.68	-2.63
-7.03	14.57	-2.11
-7.03	14.35	-1.98
-6.81	14.51	-2.29
-6.81	15.05	-2.78
-6.01	15.49	-2.9
-7.37	15.61	-2.52
-7.37	15.33	-2.04
-8.47	14.76	-1.75
-8.47	14.52	-1.81
-8.84	14.59	-2.1
-10.05	14.89	-1.99
-10.05	14.67	-1.72
-14.01	14.22	-1.95
-14.01	13.83	-2.16
-17.13	13.49	-2.1
-17.13	13.25	-2.18
-18.49	13.32	-2.42
-18.49	13.51	-2.77
-16.78	13.67	-2.76
-16.78	13.26	-2.39
-16.12	12.88	-2.33
-15.49	12.44	-2.28
-15.49	12.1	-2.56
-15.31	12.27	-3.01
-15.31	12.35	-3.06
-15.31	12.29	-3.08
-15.31	12.07	-2.97
-15.31	11.71	-2.58
-13.32	11.37	-2.24
-13.32	10.65	-2.17
-12.13	10.73	-2.14
-12.24	10.74	-2.31
-12.24	10.89	-2.49
-13.62	10.88	-2.5
-13.62	10.89	-2.56
-16.58	10.53	-2.59
-17.4	10.75	-2.76
-17.4	11.47	-3.07
-15.38	12.05	-2.99
-15.38	12.09	-2.37
-13.45	11.81	-1.8
-13.45	11.5	-1.61
-12.69	11.38	-1.5
-12.69	11.43	-1.28
-13.86	11.79	-1.46
-15.32	12.31	-1.71
-15.32	12.71	-2.02
-15.82	12.93	-2.07
-15.82	12.97	-1.68
-16.21	12.71	-1.53
-16.21	12.95	-1.38
-15.48	13.36	-1.23
-15.48	13.54	-1.13
-15.48	13.55	-1.05
-15.48	13.81	-1.24
-15.48	14.21	-1.5
-13.73	14.81	-1.55
-13.73	15.08	-1.27
-13.26	15.35	-0.97
-12.56	15.4	-0.57
-12.56	15.29	-0.27
-12.31	14.95	0.03
-12.31	14.46	0.24
-13.68	14.38	0.18
-13.68	14.52	0.03
-14.75	14.59	-0.15
-14.75	14.84	-0.41
-15.46	15.29	-0.6
-14.7	15.52	-0.53
-14.7	15.21	-0.25
-14.16	14.94	0.17
-14.16	14.98	0.32
-12.73	15.26	0.22
-12.73	15.8	0.23
-12.95	16.07	0.44
-12.95	15.9	0.52
-14.39	15.61	0.56
-14.39	15.39	0.68
-16.09	15.18	0.48
-16.09	15.42	0.28
-16.09	15.57	0.32
-16.09	15.34	0.73
-16.77	14.96	1.05
-16.77	14.73	0.98
-16.3	14.58	0.5
-14.88	14.28	-0.07
-14.88	14.11	-0.27
-13.85	13.99	-0.05
-13.85	13.85	0.17
-13.37	13.69	0.33
-13.37	13.64	0.3
-12.06	13.74	0.18
-12.06	14.03	0.13
-10.03	14.35	0.47
-10.03	14.04	0.58
-9.82	13.73	0.34
-8.6	13.61	0.13
-8.6	13.53	0.15
-9.24	13.17	0.93
-9.24	12.47	1.22
-11.25	11.95	1.11
-11.25	12.05	0.92
-12.09	12.3	0.42
-12.09	12.48	-0.15
-10.77	12.2	-0.37
-10.77	11.7	-0.5
-10.77	11.41	-0.59
-10.77	11.5	-0.37
-10.77	11.66	0.03
-5.95	11.42	0.13
-5.95	11.14	0.05
-3.92	10.82	0.16
-5.19	10.52	-0.08
-5.19	10.83	-0.66
-4.65	11.41	-1.03
-4.65	11.72	-1.07
-5.95	11.48	-0.93
-5.95	10.96	-0.36
-8.17	10.34	0.04
-8.17	9.87	-0.09
-10.16	9.81	-0.56
-12.08	10.47	-0.97
-12.08	11.42	-1.24
-14.92	11.81	-1.02
-14.92	11.55	-0.99
-15.44	11.29	-0.68
-15.44	10.96	-0.36
-15.75	11.03	-0.6
-15.75	11.38	-1.08
-14.14	11.62	-1.24
-14.14	11.41	-1.33
-12.85	11.06	-1.18
-12.85	10.72	-1.09
-12.85	10.65	-0.98
-12.85	10.4	-0.88
-12.69	10.12	-1.16
-12.17	10.41	-1.46
-12.17	11.08	-1.62
-11.98	11.21	-1.75
-11.62	11.08	-1.56
-11.62	10.65	-1.27
-12.37	10.38	-0.84
